,uri,room_count,floor,max_floor,street,house_number,general_area,intersection,microdistrict,building_type,kitchen_area,living_area,condition,build_year,residential_complex,city,district,telephone,internet,balcony,is_balcony_glazed,door,bathroom,parking,furniture,floor_type,former_hostel,ceiling_height,bars_on_the_window,security,entry_phone,code_lock,alarm,video_security,video_entry_phone,concierge,exchange_possible,plastic_windows,non_angular,improved,rooms_isolated,studio_kitchen,kitchen_builtin,new_plumbing,pantry,counters,quiet_courtyard,air_conditioning,commercial_convenient,price,mortgaged,images_count,private_hostel,text,Latitude,Longitude
29,https://krisha.kz//a/show/678803868,2,6.0,7.0,Жамакаева,254/2,61.0,,Горный Гигант,монолитный,,,хорошее,2015,Тау Шатыр,Алматы,Медеуский,отдельный,ADSL,,False,бронированная,совмещенный,паркинг,полностью,ламинат,False,3.2,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,True,False,57000000,False,16,False,"Пластиковые окна, неугловая, кухня-студия, новая сантехника, счётчики, тихий двор, кондиционер.
Продается очень светлая 2-х комнатная квартира со свежим ремонтом в элитном жилом комплексе «Тау Шатыр», который расположен в 5 минутах езды от проспекта Аль-Фараби, в экологически чистой предгорной зоне Медеуского района вдоль речки Есентай. 
 
Удобное расположение ЖК позволяет объехать пробки на Аль-Фараби и быстро доехать до любой точки города. 
 
Рядом с жилым комплексом расположены детские сады, школа НИШ ФМН и Haileybury Almaty, медецинский центр Mediterra, Esentai Mall, Villa Dei Fiori, а также Международный комплекс трамплинов «Сункар». 
 
В 5 минутной доступности кафе и рестораны в Esentai City. 
 
На просторной придомовой территории расположены спортплощадка, детские площадки для детей разного возраста и зоны отдыха. 
 
У комплекса есть собственный выход на набережную реки Есентай и огороженная просторная паРКовочная зона, так же доступен нижний паРКинг под домом, на который спускается лифт. 
 
Данная квартира находится в доме Д1, который является самым качественным среди всех домов комплекса. 
 
Живя здесь, не ощущаешь городскую суету. Тишина и спокойствие. Соседей не слышно ни с какой стороны - прекрасная шумоизоляция. 
В квартире остается практически все, заезжайте - живите.",43.210856199999995,76.94791315
30,https://krisha.kz//a/show/676018268,4,4.0,10.0,Досмухамедова,,105.0,Шевченко,,монолитный,,,хорошее,2015,Жасмин,Алматы,Алмалинский,отдельный,оптика,лоджия,True,металлическая,2 с/у и более,паркинг,,ламинат,False,2.8,True,False,True,False,False,True,False,False,False,True,True,True,True,False,False,False,False,True,True,True,False,87000000,False,17,False,"Кондиционер, пластиковые окна, неугловая, комнаты изолированы, счётчики, тихий двор, улучшенная.
Полноценная 4х комнатная квартира очень светлая, тёплая и уютная. комнаты изолированные. Все есть для комфортного проживания для всех домочадцев. Мебелирована и обустроена техникой. Просто заходи и живи. Магазины, остановки, школы, университеты, все в шаговой доступности. Удобный этаж. 2 санузла. Ванная и душевая. В доме всего 2 подъезда. Двор огорожен и охраняем. Камеры видео наблюдения. коммунальные небольшие. Скоростные лифты. Двор уютный. Дружные соседи. Паркинг. Все рядом. Расположение супер. Для большой и дружной семьи в самый раз! Торг уместен при осмотре.",NA,NA
31,https://krisha.kz//a/show/678195479,3,1.0,9.0,,,73.8,Оптовка,Тастак-3,панельный,12.0,,хорошее,1990,,Алматы,Алмалинский,отдельный,оптика,балкон,True,металлическая,раздельный,рядом охраняемая стоянка,,линолеум,False,2.7,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,True,False,True,40500000,False,14,False,"Пластиковые окна, удобно под коммерцию, улучшенная, комнаты изолированы, кладовка, счётчики, тихий двор.
Хорошее местоположение, удобно уехать в любую часть города, рядом садики, школы, оптовый рынок, магазины, спорт площадки, разного рода кружки, поликлиника. торг",43.258133,76.88651137744563
32,https://krisha.kz//a/show/679514660,3,8.0,12.0,Мкр Аксай,,66.5,,,монолитный,9.0,40.0,хорошее,1998,,,,,проводной,балкон,True,металлическая,раздельный,рядом охраняемая стоянка,полностью,ламинат,False,2.8,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,35000000,False,9,False,"Кондиционер, пластиковые окна, комнаты изолированы, встроенная кухня, кладовка, счётчики.
Квартира с ремонтом, не требует вложении. Окна новые, ламинат, балкон с капитальным ремонтом. 
Днем просим Вас писать на ап по указанному телефону. Квартиру можно посмотреть после 19:00. В выходные дни в любое время.",NA,NA
33,https://krisha.kz//a/show/678386546,1,2.0,8.0,Гагарина,100,20.4,проспект Абая,,кирпичный,,18.0,хорошее,1987,,Алматы,Алмалинский,,,,False,металлическая,совмещенный,рядом охраняемая стоянка,,линолеум,False,,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,19300000,False,7,False,"Пластиковые окна, неугловая, кухня-студия, новая сантехника, тихий двор, удобно под коммерцию.
Квартира-студия. (ЭТО НЕ ОБЩЕЖИТИЕ) 
3 квартиры на площадке. 
После свежего ремонта. Окно смотрит во двор. 
Рядом есть всё: Станция метро, детсады, школы, все возможные магазины, транспорт в любую точку города. 
ВНИМАНИЕ РИЕЛТОРЫ, не звоните пожалуйста. ! 
Продаю самостоятельно и в услугах маклеров не нуждаюсь.",NA,NA
34,https://krisha.kz//a/show/675988917,1,6.0,12.0,,,35.0,,,монолитный,,,,2022,Taugul,Алматы,Ауэзовский,,,,False,,,,,,False,2.7,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,28500000,False,3,False,"1-комн квартиру в жк Taugul 1-оч. 
Окна выходят на восток, солнечная сторона. 
ДДУ имеется. 
сдача 4кв. 2022г.",43.224723350000005,76.85135670765314
35,https://krisha.kz//a/show/671797478,4,3.0,5.0,,,76.0,Макатаева,Айнабулак-3 131,панельный,9.0,,хорошее,1985,,Алматы,Жетысуский,отдельный,ADSL,балкон,True,металлическая,раздельный,,,ламинат,False,2.6,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,True,False,55000000,False,18,False,"Пластиковые окна, тихий двор, кондиционер, неугловая, улучшенная, новая сантехника, счётчики.
Продаётся 4-х комнатная улучшенная квартира в шикарном состоянии, просторная и светлая, находиться в Мкр-н Айнабулак 3. Все в доме делалось для себя, на совесть, фотографии квартиры говорят сами за себя. 
Двор тихий, в наличии есть парковочные места, поблизости две стоянки для машин, школы, детские садики и помимо этого, всё что может понадобиться из продуктов находиться в шаговой доступности. 
С документами все в порядке. Если хотите посмотреть, звоните предварительно. Удачных покупок и продаж.",43.3140813,76.9095245
36,https://krisha.kz//a/show/677466877,4,3.0,5.0,,,86.0,,Мамыр-1,панельный,12.0,,,1994,,Алматы,Ауэзовский,,проводной,,False,,раздельный,,частично,паркет,False,2.8,False,False,True,False,True,False,True,False,False,True,True,True,True,False,True,False,True,True,True,True,False,55500000,False,23,False,"Неугловая, кладовка, улучшенная, пластиковые окна, встроенная кухня, комнаты изолированы, кондиционер, счётчики, тихий двор.
Риелторам не беспокоить! 
Продаём уютную квартиру в тихом районе, расположенную вдали от улиц с зелёными дворами и новыми детскими площадками по обе стороны дома. Квартира в отличном состоянии, с добротным ремонтом из качественных стройматериалов, полы из натурального паркета, гипсовая лепка ручной работы, не угловая, тёплая, комнаты все изолированные и выходят на две стороны дома, раздельный санузел. Широкий холл, оригинально отделан натуральными деревянными плитками. В квартире есть видеодомофон, общий домофон, Кузет охрана, интернет, городской телефон. Продаем вместе с бытовой техникой и частично мебелью. Также иеются встроенные шкафы в комнатах, встроенная дорогая итальянская кухонная мебель и другие предметы интерьера. Из бытовой техники: стиральная машина, посудомойка, духовка, микроволновка, 4 кондиционера! 
В шаговой доступности от дома: ТРЦ Спутник, Магнум, школы, дет. сады, мед. центр «Сункар», магазины «у дома», мастерские и т.д. 
Продаём в связи с расширением. Торг уместен !",43.224723350000005,76.85135670765314
37,https://krisha.kz//a/show/678858460,2,9.0,9.0,,,62.0,,Аксай-4 39,панельный,11.0,,хорошее,1986,,Алматы,Ауэзовский,,,,False,,,,,,False,,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,36500000,False,20,False,"Предлагаем вашему вниманию двухкомнатную квартиру на девятом этаже. квартира очень светлая и уютная. Окна выходят на юго-север с шикарным видом на горы! квартира не угловая. Раздельный сан узел. Перепланировка узаконена. Крыша после капитального ремонта. Лифт новый, установлен месяц назад. 
 
В квартире остается вся мебель и техника. Заезжай и живи! 
 
одно из главных преимуществ- очень хорошие соседи, дружный подъезд. 
 
Развитая инфраструктура, тихий двор, удобная транспортная развязка. В шаговой доступности три государственных садика №100, №57, №186, школа-гимназия 132, школы 117, 141, специализированный лицей 126, образовательный центра УМКА, супермаркет Small, Magnum, базар Арыстан, в двух остановка станция метро Б. Момыш-улы.",43.224723350000005,76.85135670765314
38,https://krisha.kz//a/show/676945964,3,5.0,8.0,Саин,2,76.0,Саин,,панельный,12.4,,хорошее,1975,,Алматы,Ауэзовский,есть возможность подключения,оптика,,False,бронированная,раздельный,рядом охраняемая стоянка,,,False,2.85,False,False,True,False,False,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,False,38000000,False,14,False,"Улучшенная, комнаты изолированы, встроенная кухня, неугловая, пластиковые окна, счётчики.
Немесе 1 бөлмелі пәтерге айырбастаймын",NA,NA
39,https://krisha.kz//a/show/678443461,3,11.0,13.0,Достык,,84.0,Джамбула,,кирпичный,,,хорошее,1972,Три Богатыря,Алматы,Медеуский,отдельный,оптика,балкон,False,металлическая,раздельный,,,,False,2.7,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,False,False,70000000,False,9,False,"Пластиковые окна, кухня-студия, кладовка, счётчики, тихий двор.
Исторический центр города. Тёплая и уютная квартира с шикарным видом на горы, окна выходят на тихую улицу, отличная продуваемость. 
Кухня-гостиная – 26, 9 кв. м., комнаты: 13, 4; 13; 9, 6 кв. м., кладовка 4, 6 кв. м., ванная 3, 2 кв. м., туалет 1, 2 кв. м., прихожая 8, 4 кв. м., балкон. Высота потолков: 2, 7. 
Встроенная кухня Westfalia, испанская плитка, встроенная техника Gorenje (индукционная плита, духовка, вытяжка, посудомоечная машина. ) . Установлен фильтр для воды Аквафор. 
Санузел раздельный. Отделка керамогранитом и испанской плиткой. Санузлы и кухня – пластиковые трубы, установлены счетчики. 
Пол во всей квартире паркетная доска (Польша). Частично теплые полы Devi. 
Два домофона: подъездный и квартирный видеодомофон на площадке (+ 2 видеокамеры) с возможностью просмотра через интернет. Интернет оптический кабель Казахтелеком (до 500 Мбит) Вся электрика поменяна на новые медные провода, включая вводной кабель, разделение на группы по комнатам, розетки и выключатели фирмы Bticino. 
Входная дверь металлическая, облагорожена деревом. 
Пластиковые окна REHAU. 
Два кондиционера Samsung. 
Планируется реконструкция фасада дома по государственной программе. 
Продажа от собственника, риэлторов просьба не беспокоить.",NA,NA
40,https://krisha.kz//a/show/678944809,3,,,,,88.0,,Мирас,монолитный,,,черновая отделка,2013,,Алматы,Бостандыкский,,,,False,,,,,,False,3.0,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,67000000,False,20,False,"Роскошная квартира в одном из самых комфортабельных ЖК - «Тан-Нуры» элит класса, расположенном в экологически чистом районе. Данный ЖК для тех, кто хотел бы жить в загородном доме рядом с природой, но при этом хочет оставить все удобства меолиса. Фасады домов выполнены в триумфальном стиле опейского классицизма, дополненные роскошным ландшафтным дизайном: статуи, фонтаны, зелень, декоративные элементы. Все возведенные здания имеют лучшие показатели сейсмостойкости, что важно для Алматы. На охраняемой территории комплекса множество аллей и беседок, обустроено несколько детских площадок, имеются фитнес клуб «Тан-Нуры», бассейн, школа плавания и триатлона «Swim & Bike», сауна, минимаркет «BioGourmet», кафе «Whoppie Cakes», кофейня «Sweet Cheese», студия творчества. Один из лучших подземных паркингов в городе, чистый с высоким потолком, подойдет для любых габаритов машин. По соседству с ЖК парк им. Первого Президента, Международная школа Мирас, школа «Бобек», мнорофильный МЦ «Private Clinic Almaty», гольф-курорт «Жайляу». Отсюда легко добираться в любую точку города. Из окон квартир открываются прекрасные пейзажи Заилийского Алатау.",43.13757885,76.92712352226363
41,https://krisha.kz//a/show/679619780,3,7.0,16.0,Жуалы,,132.0,,Шугыла,монолитный,,,хорошее,2017,Премьера,Алматы,Наурызбайский,отдельный,ADSL,балкон,True,металлическая,раздельный,рядом охраняемая стоянка,частично,,False,2.8,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,False,True,True,False,False,49000000,False,17,False,"Пластиковые окна, неугловая, улучшенная, комнаты изолированы, встроенная кухня, новая сантехника, счётчики, тихий двор.",43.2227233,76.794877
42,https://krisha.kz//a/show/679404991,2,4.0,9.0,,,51.0,Толе би яссауи,Аксай-3Б,кирпичный,9.0,,требует ремонта,1994,,Алматы,Ауэзовский,есть возможность подключения,оптика,балкон,True,металлическая,раздельный,паркинг,,линолеум,False,2.8,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,30500000,False,9,False,"Сейсмостойкий кирпично ригельный дом, квартира светлая и просторная, готова к ремонту под себя",NA,NA
43,https://krisha.kz//a/show/679084784,1,3.0,9.0,,,39.0,,Аксай-1А 4,монолитный,10.0,,хорошее,2001,,Алматы,Ауэзовский,,,,False,металлическая,,,,,False,2.8,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,22700000,False,6,False,"Продам 1-комнатную квартиру в хорошем состоянии, Толе Би- Яссауи, отличная инфраструктура, рядом школы, садики, супермаркеты, поликлиника на 1-ом этаже, новая детская площадка, высокие потолки, теплая",43.224723350000005,76.85135670765314
44,https://krisha.kz//a/show/679620112,3,,,Нажимеденова,78,91.0,,,монолитный,,,,2022,Miras Hills,Алматы,Наурызбайский,,,,False,,2 с/у и более,паркинг,,,False,3.2,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,63000000,False,7,False,"Двухэтажный таунхаус в экологически чистом районе города, выше Аль-Фараби, вторая линия Ул. Аскарова. ЖК бизнес- класса Miras Hills.",43.1767654,76.862235
45,https://krisha.kz//a/show/679414516,2,1.0,13.0,Макатаева,,60.0,Муратбаева,,монолитный,16.0,,хорошее,2021,Atlant,Алматы,Алмалинский,,через TV кабель,,False,металлическая,совмещенный,паркинг,,ламинат,False,3.1,True,False,True,False,False,True,False,False,False,True,True,True,True,False,False,True,False,True,True,False,True,52000000,True,3,False,"Пластиковые окна, удобно под коммерцию, неугловая, улучшенная, комнаты изолированы, новая сантехника, счётчики, тихий двор.
Продам квартиру после ремонта. на первом этаже. удобно под коммерцию. жк Атлант",NA,NA
46,https://krisha.kz//a/show/676687470,2,4.0,20.0,Гагарина,310,66.54,Аль,,монолитный,18.45,,,2022,Комфорт Сити,Алматы,Бостандыкский,,,,False,,,,,,False,3.0,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,48000000,False,4,False,"На обмен дороже! 
 
11 пятно 
 
Дом бизнес КЛАССА 
 
сдача декабрь 2022 года, дом уже построен, ведутся отделочные работы. 
 
цена из за срочности! Успейте купить! 
 
*ЖК комфорт-Сити расположен в стремительно развивающемся районе города. Высокий, статный, современный, с развитой инфраструктурой. 
*Для автовладельцев предусмотрен подземный паркинг. 
*Поддерживающая инфраструктура позволит не покидать «комфорт Сити» без необходимости и экономить время себе и близким. В шаговой доступности: супермаркеты, кофейни, аптеки, медицинские центры, отделения банков, SPA и салоны красоты и другие предприятия обслуживания жителей квартала. 
*комплексная безопасность района обеспечивается: 
• Участковым пунктом полиции на территории жилого квартала 
 
• Круглосуточной профессиональной службой охраны 
 
• Интеллектуальной системой видеоконтроля АПК «Сергек», отвечающей за общественную безопасность 
• Цифровыми системами видеонаблюдения в подъездах и во дворе 
 
• Системами контроля доступа 
 
• Ограниченным въездом во двор – только для спецтранспорта 
 
• Консьержем в каждом подъезде 
 
Общая инфраструктура района с большим 
выбором школ, детских садов, вузов, торговых центров, ресторанов, транспортных развязок поможет сделать 
вашу жизнь максимально насыщенной и свободной. 
квартира продается по переуступке прав покупателю.",NA,NA
47,https://krisha.kz//a/show/675282780,3,4.0,20.0,Брусиловского,163,114.2,Кулымбетова,Тастак-3,монолитный,11.3,82.8,хорошее,2010,Манхеттен (29 квартал),Алматы,Алмалинский,есть возможность подключения,проводной,несколько балконов или лоджий,True,металлическая,2 с/у и более,паркинг,частично,ламинат,False,3.0,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,63000000,False,27,False,"Пластиковые окна, улучшенная, комнаты изолированы, встроенная кухня, кондиционер.
3-х комнатную квартиру с удобной планировкой, межкомнатные двери и входная по заказу изготовлена из дерева, входная металлическая, обшито деревом, высота 2, 2 м., в кухне встроенная гарнитура, электрическая плита, посудомойка, вытяжка со встроенным вентилятором, микроволновка, кондиционер, также кондиционер установлен в большой спальне, с большой спальни вход в сан/узел (ванна с гидромассажем, биде, унитаз и мойка), с прихожей вход в общий сан/узел (душ, унитаз и мойка), в зале имеется гардеробное помешение с сейфом внутри, все это входит в стоимость квартиры. Торг.",NA,NA
48,https://krisha.kz//a/show/678718441,3,5.0,6.0,,,72.0,,№10 17,кирпичный,10.0,,,1990,,Алматы,Ауэзовский,,,,False,,,,,,False,,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,50000000,False,16,False,"Полноценная 3 комнатная квартира в кирпичном доме. Этаж 5 из 6. Не угловая. Улучшенной планировки - изолированные комнаты, ширина комнат не менее 3.5 м. Широкие окна. в квартире очень свело. Потолки 2.8м. Просторные, отдельно расположенные сан узлы: ванна и туалет. большая кухня. квартира во всю ширину дома. С окон двусторонний вид на горы. Верхняя часть города, т. к. дом в районе улицы Джандосова. Дом на второй линии от улицы Берегового. Расположен во дворах, не у дороги! Большой детский двор с обильной зеленью. Тихий, без сквозного проезда. Безопасность для детей. Постоянное ночное освещение двора. Максимальное место для парковки. Единственные хозяева. Никогда не сдавалась в аренду! На данный момент пустая. Готова к ремонту. Основное преимущество квартиры: это зимой очень теплая, летом в жару прохладная.",43.224723350000005,76.85135670765314
49,https://krisha.kz//a/show/678961321,2,3.0,4.0,,,49.0,Наманганская,Алтай-2 6,,6.0,,хорошее,1973,,Алматы,Турксибский,отдельный,ADSL,,False,бронированная,раздельный,,,ламинат,False,,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,25000000,False,25,False,"Кондиционер, пластиковые окна, неугловая.
Светлая, уютная и квартира на 3 ем этаже, с отличным двором, хорошая детская площадка, спортивная площадка с тренажёрами, всегда есть парковка, прям около дома, далеко ходить не нужно. В квартире дарим всю мебель: стол со стульями, диван, горка в зале, белая спальня: 
кровать, камод, 2 тумба, большой шифонер. Так же оставляем всю технику: холодильник, газ, микроволновку, стиральную машину, телевизор. Новые люстры. Чистый подъезд после ремонта окна пластиковые в подъезде, приятно подниматься до квартиры. В подвале в том году поменяли трубы, отличные соседи. Рядом 200 м. Хорошая школа и сад. Дверь входная шикарная. Заезжай и живи. Уютное гнёздышко для хорошей семьи. Квартира пустая заезжай и живи!",43.3487183,76.9849697
50,https://krisha.kz//a/show/678996737,2,3.0,7.0,Талгарский тракт,,65.0,,,монолитный,16.0,,хорошее,2022,,,,,,,False,металлическая,совмещенный,рядом охраняемая стоянка,полностью,ламинат,False,2.7,False,True,True,False,False,True,False,False,False,True,True,True,True,False,True,True,False,True,True,False,False,39999999,False,5,False,"Пластиковые окна, неугловая, улучшенная, комнаты изолированы, встроенная кухня, новая сантехника, счётчики, тихий двор.
ЖК Бесагаш. Полностью меблирован. Бытовая техника",NA,NA
51,https://krisha.kz//a/show/679286505,1,1.0,5.0,Мынбаева,47А,35.0,Ауэзова,,панельный,6.0,,хорошее,1981,,Алматы,Бостандыкский,,оптика,балкон,True,металлическая,совмещенный,рядом охраняемая стоянка,,линолеум,False,2.6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False,True,27700000,False,9,False,"Пластиковые окна, удобно под коммерцию, встроенная кухня, новая сантехника, счётчики, тихий двор.
Окна юг, большой балкон, вложений не требует, разумный торг уместен. Ипотеку рассматриваем.",NA,NA
52,https://krisha.kz//a/show/675878603,4,5.0,5.0,Г,,90.0,,,панельный,12.0,,хорошее,1991,,Алматы,Турксибский,отдельный,ADSL,несколько балконов или лоджий,True,металлическая,раздельный,паркинг,,ламинат,False,,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,40000000,False,12,False,"4-х комнатная квартира с общей площадью 90 кВ. м. Очень хорошая продуваемость т. к. квартира расположена в обе стороны дома. Очень хорошая локация, рядом 3 садика, 2 школы, Магнум, Small, ЦОН, ТРЦ март, 3 рынка. непосредственно с домом находится детский сад #32. В доме ВСЕго 2 подъезда, в каждом подъезде 10 кВ, на площадке по 2 квартиры. Во дворе своя парковка для жильцов дома. комнаты ВСЕ изолированны, санузел раздельный, имеется 1 кладовка, окна пластиковые. В этом году сделали капитальный ремонт для себя из качественных материалов. Заменена кровля крыши и утеплена стены снаружи.",43.3483333,76.98495718844501
53,https://krisha.kz//a/show/679619672,2,7.0,9.0,Варламова,2/3,60.9,Толе би,,монолитный,,,свободная планировка,2022,River Time,Алматы,Алмалинский,,,лоджия,False,,,паркинг,,,False,2.7,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,34000000,False,6,False,"Квартира комфорт класса, 2-х комнатная на 7 этаже, окна выходят на улицу Тлендиева. ЖК находится в районе с развитой инфраструктурой. 
Фасад - фиброцемент. 
Основа - монолитный каркас. 
Проходит по программе 7-20-25 
Продаётся по переуступке прав. Первоначальная сумма 13 000 000. Остаток 20 949 600 после ввода в эксплуатацию. Можно в ипотеку по любой программе. 
сдача дома в эксплуатацию декабрь 2022 - март 2023 г.",NA,NA
54,https://krisha.kz//a/show/676253925,6,1.0,4.0,,,197.0,,Рахат 24,монолитный,,,,2022,Nef Uptown,Алматы,Наурызбайский,,,,False,,2 с/у и более,паркинг,,,False,3.1,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,195000000,False,13,False,"Продаётся дуплекс (1-2 этаж) в ЖК Nef Uptown в свободной планировке. Панорамные окна, собственная терраса. Площадь первого этажа с террасой 110кв. м., площадь второго этажа 87кв. м. 
ключи на руках. Каркас лестницы готов.",43.180806649999994,76.8310189912559
55,https://krisha.kz//a/show/670507008,7,5.0,6.0,Гоголя,166,275.0,Муканова,,кирпичный,,,хорошее,2000,,Алматы,Алмалинский,отдельный,ADSL,несколько балконов или лоджий,True,бронированная,2 с/у и более,паркинг,полностью,ламинат,False,,True,False,True,False,True,False,False,False,False,True,False,True,True,True,True,True,False,True,True,True,False,105000000,False,76,False,"Пластиковые окна, улучшенная, комнаты изолированы, кухня-студия, встроенная кухня, новая сантехника, счётчики, тихий двор, кондиционер.
Улучшенную 7-ми комнатную квартиру, на 5м этаже, лифта в доме нет, в два уровня, по адресу Гоголя, дом 166. год постройки – 2000 год. Кирпичный дом. улучшенная, комнаты изолированные, есть гардеробная, тихий двор, есть подземный гараж (он в стоимость квартиры не входит). В хорошем состоянии-пластиковые окна, шпонированные двери, пол ламинат, ванные комнаты керамогранит, шкафы встроенные. Этаж 5/6 . Крыша не бежит, два года назад за собственные средства делали кап. ремонт крыши над своей квартирой. Площадь с двумя лоджиями 284, 5 кв. м., общая площадь 275, 1 кв. м (без лоджий), жилая – 182, 7 кв. м. 
Состоит из 5-ти жилых комнат (зал - 48, 1 кв. м, 4 спальни : 21 кв. м; 22 кв. м, 19, 8 кв. м, 16, 7 кв. м), 2-х кабинетов (8 кв. м и 7 кв. м), кухни (16, 7 кв. м. ), гардеробной (5 кв. м), холла (40 кв. м. ), 2-х ванных комнат (7, 7 кв. м и 7, 6 кв. м), туалета (1, 3 кв. м), прихожей (20 кв. м), двух лоджий (4, 7 кв. м и 4, 7 кв. м). 
Состояние. Меблированная. На окнах решетки, дверь бронированная, кондиционеры, охранная сигнализация. с й мебелью (включая ортопедические матрацы), европейским текстилем, качественной техникой (все в отличном рабочем состоянии), шелковыми коврами. 
Сантехника – итальянская, на стенах в ванных и туалете – итальянский керамогранит, пол – европейский ламинат. 5лет назад сделали капитальный ремонт: заменили всю проводку, заменили батареи и трубы новая мебель и прочее. торг не значительный при осмотре. обмен НЕ ПРЕДЛОГАТЬ! Просьба, риелторов не беспокоить, не тратьте свое время.",NA,NA
56,https://krisha.kz//a/show/677548427,2,2.0,5.0,,,98.0,,Ерменсай 16,монолитный,,,хорошее,2014,Ремизовка,Алматы,Бостандыкский,,ADSL,лоджия,True,,совмещенный,паркинг,,ламинат,False,3.0,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,False,False,True,True,True,False,69600000,False,17,False,"Кухня-студия, пластиковые окна, улучшенная, кондиционер, комнаты изолированы, счётчики, тихий двор, встроенная кухня.
Все, как на фото. Мебель и техника остается. от хозяина, без посредников. расположение, экологически чистый район. Рядом детский сад, Есентай мол и все, что нужно для комфортного проживания. Охраняемая территория, паркинг. Просмотр в удобное для вас время. Цена окончательная. Ипотеку рассматриваем",43.13757885,76.92712352226363
57,https://krisha.kz//a/show/675575989,2,4.0,5.0,Пер,,80.0,,Ерменсай,монолитный,7.7,,,2017,Комильфо,Алматы,Бостандыкский,есть возможность подключения,оптика,,False,бронированная,2 с/у и более,паркинг,,ламинат,False,3.0,True,True,False,False,False,True,False,False,False,True,True,True,False,False,True,True,False,True,True,True,False,76000000,False,23,False,"Кондиционер, пластиковые окна, неугловая, улучшенная, встроенная кухня, новая сантехника, счётчики, тихий двор.
! в связи с переездом продаем светлую, просторную, уютную, чистую квартиру в клубном доме комильфо 
 
Предлагается в продажу 2-комнатная квартира в ЖК премиум-класса «комильфо», построенный в предгорной части города, в Ремизовском ущелье. комплекс состоит из трех секций. Западно-европейский архитектурный стиль, который использовали проектировщики для создания уникального внешнего облика дома, нашел отражение в ажурном оформлении балконов и окон, а также в таких элементах французского дизайна, как карнизы и витражи. 
 
Жилой комплекс «комильфо» имеет весьма удачное расположение относительно делового центра города. Также рядом множество торгово-развлекательных центров, спортивных объектов, школ. одно из самых существенных преимуществ - весьма удобный выезд на проспект Аль-Фараби как в восточную, так и в западную сторону. 
В доме предусмотрен двухуровневый подземный паркинг, на придомовой территории будут располагаться детские площадки, зеленые зоны для отдыха. Обслуживанием комплекса занимается собственная служба эксплуатации. 
 
В ЖК «комильфо» предусмотрен максимальный уровень безопасности. В доме установлены современные системы видеонаблюдения и контроля доступа, организована круглосуточная охрана.",43.2368466,76.8953595
58,https://krisha.kz//a/show/679054286,3,9.0,9.0,,,86.0,,Нуркент,монолитный,12.0,50.0,хорошее,2018,,Алматы,Алатауский,есть возможность подключения,проводной,балкон и лоджия,False,металлическая,2 с/у и более,рядом охраняемая стоянка,без мебели,ламинат,False,2.8,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False,True,True,False,False,38000000,False,17,False,"Пластиковые окна, неугловая, улучшенная, комнаты изолированы, встроенная кухня, счётчики, тихий двор.
Продам квартиру в хорошем месте рядам Халык Арена, детская площадка стадион, Магнум, базар Жибек жол, отличная понарама на горы, детский сад, школа, астановка, все рядом. есть возможность выкупить верхний этаж, подпенхауз или спорт зал, мастерскую, офис много пустых помещений",43.29321515,76.8297154423357
